Age,Gender,Education Level,Occupation,Income,Debt-to-Income Ratio,Net Worth,Investment Amount,Financial Knowledge,Risk Tolerance,Investment Horizon,Market Condition,Interest Rate (%),Inflation Rate (%),Stocks (%),Bonds (%),Gold (%),Real Estate (%)
22,Female,Graduate,Student,3918,0.16,58770,1272.27,6,6,Long,Bearish,5.99,5.16,45.0,30.0,17.0,8.0
35,Male,Graduate,Mid-career,69893,0.04,768823,33344.05,5,3,Short,Neutral,4.65,6.63,27.0,53.0,16.0,4.0
47,Female,Postgraduate,Senior Professional,225499,0.23,4509980,103733.68,9,3,Long,Neutral,7.17,2.42,27.0,41.0,11.0,21.0
26,Male,Graduate,Entry-level,24901,0.24,398416,9867.24,4,10,Short,Neutral,4.44,7.42,67.0,10.0,12.0,11.0
50,Male,Graduate,Executive,489677,0.21,1958708,101797.26,5,9,Long,Bullish,6.65,2.5,80.0,8.0,17.0,-5.0
36,Male,Postgraduate,Mid-career,131552,0.3,1710176,42034.83,5,1,Long,Neutral,5.93,5.5,16.0,55.0,13.0,16.0
37,Female,Postgraduate,Business Owner,104240,0.01,1876320,51971.76,4,4,Short,Bearish,6.16,4.68,12.0,50.0,11.0,27.0
25,Male,Graduate,Entry-level,38603,0.28,540442,16476.5,2,1,Long,Neutral,7.77,2.09,15.0,54.0,16.0,15.0
24,Female,Postgraduate,Entry-level,41618,0.38,291326,16721.74,3,8,Long,Bullish,5.27,6.29,72.0,5.0,16.0,7.0
61,Female,Postgraduate,Retired,47739,0.31,525129,18986.38,5,2,Long,Neutral,8.36,7.03,26.0,54.0,19.0,1.0
21,Male,Graduate,Student,404,0.43,6868,91.84,5,8,Medium,Bullish,4.0,6.65,74.0,8.0,11.0,7.0
54,Male,Postgraduate,Senior Professional,240037,0.1,2640407,72717.77,3,3,Short,Bullish,8.58,2.9,22.0,41.0,18.0,19.0
72,Female,Graduate,Retired,47554,0.37,47554,15647.15,5,2,Medium,Bullish,5.65,7.43,24.0,39.0,13.0,24.0
50,Female,Postgraduate,Executive,682235,0.05,3411175,204461.63,3,3,Medium,Bullish,7.0,6.43,30.0,35.0,12.0,23.0
44,Female,Doctorate,Business Owner,238256,0.16,2382560,25944.56,7,9,Medium,Bullish,5.57,6.92,69.0,3.0,13.0,15.0
28,Male,Postgraduate,Freelancer,73043,0.21,1022602,30234.72,3,4,Short,Bullish,5.26,6.94,18.0,36.0,19.0,27.0
25,Male,Postgraduate,Freelancer,60919,0.25,1035623,19950.83,3,2,Long,Neutral,8.18,3.74,10.0,42.0,13.0,35.0
45,Male,Graduate,Mid-career,104437,0.2,835496,22517.46,10,4,Short,Bullish,5.93,2.72,32.0,40.0,12.0,16.0
64,Female,Graduate,Retired,20407,0.35,122442,5592.23,4,4,Medium,Neutral,8.28,5.98,15.0,41.0,18.0,26.0
21,Male,Graduate,Student,3099,0.15,34089,1400.76,6,7,Medium,Bearish,5.26,7.08,41.0,43.0,11.0,5.0
22,Female,Graduate,Student,6533,0.27,19599,3156.67,1,2,Long,Neutral,8.87,7.02,30.0,58.0,15.0,-3.0
28,Female,Graduate,Freelancer,57588,0.1,460704,11302.04,7,1,Short,Bullish,4.83,6.42,25.0,54.0,20.0,1.0
37,Male,Doctorate,Business Owner,443179,0.09,6647685,154566.03,3,3,Short,Neutral,6.9,5.59,30.0,46.0,10.0,14.0
26,Male,Graduate,Entry-level,39621,0.46,554694,9667.37,2,10,Long,Neutral,6.11,4.22,63.0,6.0,13.0,18.0
33,Female,Graduate,Mid-career,136346,0.02,681730,28524.95,7,8,Medium,Neutral,5.94,2.56,62.0,14.0,12.0,12.0
24,Male,Postgraduate,Freelancer,89674,0.1,1434784,41043.14,4,3,Long,Bullish,4.89,7.5,16.0,54.0,18.0,12.0
40,Female,Doctorate,Business Owner,478861,0.15,957722,146580.76,9,2,Medium,Bullish,7.6,7.52,20.0,41.0,19.0,20.0
60,Male,Postgraduate,Senior Professional,236868,0.28,3789888,85049.38,9,6,Medium,Bullish,5.74,4.46,38.0,22.0,18.0,22.0
39,Male,Doctorate,Business Owner,375670,0.29,5259380,50999.53,9,4,Short,Bullish,7.86,3.48,25.0,47.0,14.0,14.0
44,Male,Doctorate,Business Owner,191067,0.09,3057072,88744.95,7,8,Medium,Neutral,6.12,7.46,70.0,11.0,17.0,2.0
28,Female,Graduate,Entry-level,40817,0.32,204085,18772.55,1,9,Short,Neutral,7.53,7.75,69.0,11.0,19.0,1.0
64,Male,Graduate,Retired,41894,0.26,586516,12014.0,3,1,Long,Neutral,5.14,5.98,24.0,60.0,20.0,-4.0
21,Male,Undergraduate,Student,8803,0.45,8803,4256.34,2,3,Short,Neutral,4.92,3.99,24.0,48.0,15.0,13.0
18,Female,Undergraduate,Student,7933,0.43,39665,1283.75,3,4,Medium,Neutral,4.9,2.28,13.0,59.0,17.0,11.0
54,Male,Graduate,Executive,239936,0.19,3359104,41607.51,7,10,Medium,Bearish,4.03,3.39,54.0,20.0,15.0,11.0
60,Male,Postgraduate,Executive,733948,0.19,11009220,185823.44,10,10,Long,Bearish,5.1,7.1,54.0,15.0,11.0,20.0
65,Male,Postgraduate,Retired,17293,0.27,121051,3968.77,4,9,Short,Neutral,6.88,6.06,54.0,10.0,12.0,24.0
52,Male,Postgraduate,Executive,786662,0.03,4719972,178534.9,8,7,Medium,Neutral,8.28,4.54,30.0,30.0,11.0,29.0
35,Male,Doctorate,Business Owner,432845,0.27,2164225,174584.07,7,5,Long,Bullish,5.93,3.22,37.0,30.0,16.0,17.0
59,Female,Postgraduate,Senior Professional,170152,0.14,1871672,29283.3,9,2,Medium,Bullish,6.26,2.91,25.0,47.0,10.0,18.0
39,Male,Postgraduate,Mid-career,105270,0.29,2000130,11904.33,5,3,Short,Neutral,7.17,5.82,22.0,48.0,18.0,12.0
36,Male,Graduate,Business Owner,142390,0.1,284780,59318.49,10,3,Long,Bearish,7.15,2.16,6.0,56.0,17.0,21.0
48,Male,Graduate,Senior Professional,80701,0.06,1210515,17502.71,10,10,Medium,Bullish,7.55,3.03,82.0,6.0,20.0,-8.0
29,Male,Graduate,Entry-level,45352,0.3,861688,6150.06,6,4,Short,Neutral,6.6,6.02,17.0,58.0,11.0,14.0
63,Male,Postgraduate,Retired,42685,0.0,298795,6074.92,5,4,Short,Neutral,6.78,6.3,12.0,44.0,12.0,32.0
61,Female,Graduate,Retired,26946,0.23,53892,6056.48,2,4,Short,Bearish,6.34,6.42,19.0,64.0,11.0,6.0
29,Female,Postgraduate,Entry-level,44843,0.36,179372,21398.11,3,10,Long,Bullish,5.05,3.03,61.0,7.0,15.0,17.0
58,Female,Graduate,Executive,912928,0.01,912928,191490.51,7,4,Long,Bearish,7.78,4.72,13.0,63.0,18.0,6.0
34,Female,Postgraduate,Business Owner,327904,0.26,4590656,59540.9,10,2,Medium,Bearish,4.56,6.66,7.0,62.0,14.0,17.0
44,Female,Graduate,Mid-career,66044,0.05,1056704,29915.9,7,8,Short,Bullish,6.74,6.46,83.0,9.0,12.0,-4.0
53,Male,Graduate,Executive,557823,0.29,10040814,125141.47,10,6,Long,Bearish,6.28,3.98,44.0,29.0,17.0,10.0
48,Male,Graduate,Executive,847287,0.06,16945740,308820.69,5,2,Medium,Bullish,4.73,7.97,33.0,37.0,20.0,10.0
34,Male,Doctorate,Mid-career,70523,0.24,564184,16418.9,7,7,Medium,Neutral,6.32,5.69,34.0,29.0,17.0,20.0
23,Male,Postgraduate,Freelancer,71126,0.2,284504,31640.51,7,3,Long,Neutral,6.87,7.34,23.0,55.0,16.0,6.0
47,Male,Graduate,Executive,339098,0.03,6781960,54871.31,10,7,Long,Neutral,7.68,7.4,49.0,23.0,20.0,8.0
58,Male,Postgraduate,Executive,945665,0.02,4728325,136577.68,7,4,Medium,Neutral,7.91,4.87,28.0,58.0,14.0,0.0
21,Female,Undergraduate,Student,1944,0.11,23328,895.73,5,4,Medium,Neutral,7.8,7.63,16.0,52.0,14.0,18.0
21,Female,Graduate,Student,1614,0.21,24210,692.14,5,8,Medium,Bullish,6.98,2.33,82.0,4.0,14.0,0.0
26,Female,Graduate,Freelancer,63804,0.09,382824,30140.69,3,8,Short,Bullish,5.95,5.0,58.0,1.0,14.0,27.0
49,Female,Graduate,Executive,989677,0.05,18803863,460258.95,4,6,Medium,Bullish,5.38,7.23,43.0,33.0,15.0,9.0
26,Male,Postgraduate,Entry-level,48754,0.19,536294,21558.11,6,9,Long,Bullish,4.19,3.68,70.0,1.0,20.0,9.0
25,Male,Graduate,Entry-level,40276,0.01,201380,11830.42,6,1,Long,Neutral,8.97,7.93,14.0,59.0,18.0,9.0
23,Female,Postgraduate,Entry-level,34246,0.21,445198,5200.73,4,6,Medium,Neutral,5.04,6.73,40.0,34.0,14.0,12.0
19,Male,Undergraduate,Student,220,0.37,880,24.51,3,6,Long,Bearish,5.68,2.66,30.0,28.0,16.0,26.0
45,Male,Doctorate,Mid-career,88295,0.13,1589310,35342.53,3,10,Short,Bearish,8.81,7.43,55.0,16.0,19.0,10.0
61,Male,Graduate,Retired,26579,0.19,106316,4588.77,4,6,Long,Bullish,6.73,6.49,40.0,22.0,19.0,19.0
31,Female,Postgraduate,Mid-career,149460,0.14,597840,40246.16,4,5,Medium,Bearish,7.06,2.1,27.0,35.0,12.0,26.0
68,Male,Postgraduate,Retired,19849,0.15,357282,8851.27,6,7,Long,Bullish,8.47,6.54,51.0,16.0,20.0,13.0
36,Male,Doctorate,Mid-career,106745,0.14,2134900,50286.35,7,4,Long,Bullish,8.45,7.04,34.0,44.0,14.0,8.0
38,Male,Graduate,Mid-career,91723,0.01,366892,11638.7,5,9,Short,Bearish,7.93,4.26,48.0,18.0,12.0,22.0
44,Female,Postgraduate,Business Owner,221829,0.14,443658,87660.71,9,9,Long,Neutral,8.01,5.29,71.0,8.0,17.0,4.0
25,Male,Postgraduate,Entry-level,30547,0.49,397111,6734.95,4,8,Long,Neutral,4.15,7.59,74.0,6.0,19.0,1.0
20,Female,Undergraduate,Student,2888,0.06,8664,1314.83,6,8,Medium,Bullish,8.23,6.94,78.0,2.0,13.0,7.0
43,Female,Graduate,Business Owner,295062,0.1,2065434,59891.1,9,9,Short,Neutral,7.5,3.11,68.0,15.0,19.0,-2.0
36,Male,Graduate,Mid-career,122471,0.15,1347181,22807.14,7,10,Medium,Neutral,4.93,4.89,79.0,6.0,14.0,1.0
33,Female,Postgraduate,Business Owner,100837,0.15,806696,16745.15,7,4,Short,Neutral,6.14,4.82,18.0,41.0,12.0,29.0
56,Male,Graduate,Senior Professional,132819,0.25,1461009,27184.18,8,4,Short,Bullish,7.87,7.75,23.0,42.0,11.0,24.0
21,Male,Undergraduate,Student,4483,0.25,58279,553.03,2,10,Short,Bearish,6.38,2.79,56.0,16.0,20.0,8.0
20,Female,Undergraduate,Student,6653,0.12,53224,1768.88,3,5,Short,Neutral,8.69,7.13,36.0,36.0,20.0,8.0
66,Female,Postgraduate,Retired,14593,0.18,116744,3603.32,3,5,Medium,Neutral,4.14,2.31,49.0,34.0,15.0,2.0
53,Male,Postgraduate,Executive,493066,0.1,1479198,234776.46,5,3,Short,Neutral,5.35,7.07,16.0,44.0,10.0,30.0
47,Female,Graduate,Senior Professional,114693,0.21,802851,48080.13,3,7,Medium,Bullish,6.2,7.89,46.0,30.0,17.0,7.0
46,Male,Postgraduate,Senior Professional,146975,0.11,2792525,43303.75,7,7,Short,Neutral,5.93,2.33,49.0,33.0,17.0,1.0
37,Female,Postgraduate,Business Owner,393478,0.12,6689126,174138.53,8,6,Medium,Bullish,4.37,4.23,39.0,26.0,13.0,22.0
41,Female,Postgraduate,Mid-career,65003,0.26,260012,15555.9,7,3,Short,Neutral,7.59,7.45,23.0,45.0,18.0,14.0
42,Female,Graduate,Business Owner,123966,0.05,247932,15388.3,7,3,Medium,Bearish,6.69,6.44,7.0,50.0,12.0,31.0
33,Male,Postgraduate,Mid-career,98226,0.26,1276938,17908.67,4,10,Short,Bearish,7.75,7.64,50.0,15.0,19.0,16.0
57,Female,Postgraduate,Executive,541881,0.22,6502572,248731.16,7,8,Medium,Bullish,4.66,2.38,73.0,9.0,10.0,8.0
27,Male,Graduate,Freelancer,87448,0.03,1574064,27645.12,10,4,Short,Neutral,8.07,4.88,28.0,60.0,11.0,1.0
20,Male,Undergraduate,Student,3629,0.1,32661,1651.18,6,7,Long,Bullish,8.72,3.63,36.0,27.0,11.0,26.0
20,Male,Undergraduate,Student,4773,0.05,42957,1650.02,5,10,Medium,Neutral,7.61,5.94,80.0,13.0,15.0,-8.0
24,Female,Postgraduate,Entry-level,43684,0.18,262104,15969.9,1,6,Short,Bearish,8.74,6.21,42.0,28.0,13.0,17.0
41,Male,Postgraduate,Mid-career,129258,0.16,517032,52862.23,6,1,Medium,Neutral,7.01,3.61,20.0,54.0,18.0,8.0
60,Male,Graduate,Executive,757978,0.13,5305846,299788.66,7,9,Medium,Bullish,6.13,6.05,84.0,4.0,13.0,-1.0
44,Female,Postgraduate,Business Owner,305589,0.17,4583835,133440.16,5,10,Medium,Neutral,6.78,5.77,55.0,13.0,11.0,21.0
41,Male,Graduate,Mid-career,141531,0.21,283062,46157.13,3,7,Medium,Bullish,4.86,2.83,41.0,25.0,13.0,21.0
51,Male,Postgraduate,Senior Professional,242497,0.25,4607443,116143.64,7,1,Long,Bullish,7.51,3.94,29.0,48.0,19.0,4.0
60,Female,Graduate,Senior Professional,237385,0.04,237385,94102.85,9,8,Medium,Bullish,6.23,5.33,66.0,8.0,11.0,15.0
24,Male,Postgraduate,Freelancer,63613,0.08,445291,21520.1,7,5,Short,Bullish,7.43,2.01,35.0,16.0,12.0,37.0
26,Female,Graduate,Entry-level,36078,0.25,469014,16075.85,1,4,Short,Bearish,6.97,4.84,23.0,48.0,11.0,18.0
51,Male,Graduate,Executive,853559,0.17,13656944,258843.77,10,5,Short,Bullish,5.31,6.54,42.0,30.0,20.0,8.0
25,Male,Graduate,Freelancer,40327,0.22,201635,15885.79,5,8,Medium,Bearish,4.32,2.08,63.0,10.0,20.0,7.0
54,Male,Postgraduate,Senior Professional,185886,0.09,3160062,41247.91,9,2,Medium,Bearish,7.66,3.56,6.0,55.0,16.0,23.0
20,Male,Undergraduate,Student,5913,0.15,59130,2377.91,5,3,Long,Neutral,6.3,6.76,27.0,54.0,15.0,4.0
71,Male,Postgraduate,Retired,19538,0.44,234456,8933.48,3,1,Medium,Neutral,8.8,7.25,17.0,53.0,14.0,16.0
48,Male,Graduate,Senior Professional,238925,0.14,3344950,43451.56,6,10,Short,Neutral,7.54,5.03,80.0,10.0,16.0,-6.0
72,Male,Graduate,Retired,20894,0.19,20894,8482.51,1,3,Long,Bullish,5.98,5.37,22.0,38.0,12.0,28.0
27,Male,Postgraduate,Entry-level,35977,0.18,107931,15904.07,3,7,Short,Bullish,7.47,2.2,55.0,15.0,17.0,13.0
18,Male,Graduate,Student,14,0.42,42,6.96,1,3,Medium,Bullish,7.96,2.03,17.0,50.0,16.0,17.0
58,Male,Postgraduate,Senior Professional,100582,0.18,1609312,31987.45,10,5,Short,Bearish,5.25,6.75,42.0,34.0,19.0,5.0
51,Male,Graduate,Senior Professional,148669,0.25,297338,35157.14,6,5,Short,Bullish,6.54,6.17,36.0,28.0,15.0,21.0
53,Male,Graduate,Senior Professional,149825,0.03,749125,56433.45,9,2,Long,Bullish,6.43,5.93,30.0,39.0,13.0,18.0
24,Male,Graduate,Freelancer,61752,0.06,679272,15364.9,6,4,Short,Neutral,8.4,2.15,18.0,52.0,18.0,12.0
36,Female,Doctorate,Business Owner,454643,0.29,5910359,48173.34,10,10,Long,Bullish,5.54,7.83,83.0,3.0,10.0,4.0
37,Male,Graduate,Mid-career,112276,0.02,449104,11829.77,6,6,Short,Bullish,8.34,5.59,45.0,31.0,19.0,5.0
53,Male,Postgraduate,Executive,830966,0.11,830966,231015.13,3,7,Short,Neutral,7.21,5.04,33.0,38.0,19.0,10.0
25,Male,Postgraduate,Entry-level,32220,0.04,257760,13897.91,5,8,Medium,Bullish,4.47,2.26,68.0,7.0,13.0,12.0
43,Female,Postgraduate,Mid-career,114525,0.08,1145250,45927.89,7,9,Medium,Bullish,8.48,7.84,71.0,2.0,10.0,17.0
24,Male,Postgraduate,Freelancer,31648,0.18,316480,6778.13,4,1,Long,Bearish,5.02,5.24,12.0,57.0,14.0,17.0
23,Male,Graduate,Entry-level,32559,0.32,553503,13086.24,2,5,Long,Bullish,5.84,4.21,48.0,35.0,12.0,5.0
42,Male,Graduate,Business Owner,185839,0.19,1672551,48560.19,4,8,Medium,Bullish,5.85,3.95,75.0,9.0,11.0,5.0
24,Male,Graduate,Entry-level,21361,0.38,106805,5054.71,4,1,Short,Bullish,5.06,5.35,33.0,40.0,13.0,14.0
56,Male,Postgraduate,Senior Professional,191315,0.3,191315,71693.47,8,9,Medium,Bullish,4.95,6.86,81.0,8.0,19.0,-8.0
35,Male,Graduate,Mid-career,70650,0.21,1059750,7779.25,5,3,Long,Bearish,5.06,4.19,7.0,59.0,20.0,14.0
39,Female,Doctorate,Business Owner,272494,0.22,2452446,122671.94,9,9,Long,Bearish,7.7,7.61,45.0,16.0,13.0,26.0
40,Male,Doctorate,Mid-career,142066,0.24,426198,32506.19,4,7,Medium,Neutral,7.37,3.34,41.0,28.0,20.0,11.0
35,Female,Graduate,Business Owner,380220,0.18,5703300,97757.12,10,7,Medium,Bullish,5.69,3.18,46.0,33.0,15.0,6.0
34,Female,Doctorate,Business Owner,155807,0.29,934842,41345.21,5,9,Medium,Bearish,4.08,7.11,58.0,18.0,15.0,9.0
49,Male,Graduate,Senior Professional,222915,0.02,2006235,96812.28,5,3,Long,Neutral,8.74,4.02,22.0,51.0,20.0,7.0
34,Male,Doctorate,Business Owner,206073,0.2,3297168,74559.37,8,4,Long,Bearish,4.62,4.6,5.0,47.0,17.0,31.0
37,Male,Doctorate,Mid-career,145835,0.21,2625030,39115.78,7,2,Short,Neutral,6.04,3.99,23.0,49.0,18.0,10.0
25,Male,Postgraduate,Freelancer,75650,0.09,75650,14902.15,8,9,Long,Bullish,6.78,3.05,84.0,0.0,13.0,3.0
53,Male,Graduate,Executive,454507,0.26,1363521,215905.22,7,9,Short,Neutral,6.91,5.65,68.0,6.0,10.0,16.0
28,Female,Postgraduate,Freelancer,40070,0.13,200350,15668.42,2,9,Medium,Neutral,6.01,7.18,76.0,10.0,19.0,-5.0
24,Female,Postgraduate,Entry-level,25709,0.22,257090,4868.65,2,4,Short,Bullish,8.92,5.44,26.0,48.0,17.0,9.0
60,Male,Postgraduate,Senior Professional,231337,0.21,3932729,35500.07,9,6,Short,Neutral,7.26,7.4,43.0,27.0,17.0,13.0
27,Male,Graduate,Entry-level,36008,0.08,252056,14104.16,1,7,Medium,Neutral,7.12,2.32,36.0,39.0,11.0,14.0
28,Female,Graduate,Entry-level,31822,0.28,95466,3477.16,3,9,Long,Bearish,7.7,4.93,62.0,10.0,19.0,9.0
38,Female,Graduate,Business Owner,136449,0.05,1773837,21796.28,10,6,Medium,Bullish,6.46,5.88,44.0,19.0,17.0,20.0
37,Female,Doctorate,Business Owner,365049,0.12,730098,87266.93,8,9,Long,Bullish,4.86,4.35,62.0,4.0,16.0,18.0
43,Male,Postgraduate,Business Owner,108471,0.08,542355,15201.91,6,8,Medium,Bullish,7.11,5.01,85.0,0.0,13.0,2.0
43,Male,Doctorate,Business Owner,267174,0.03,2938914,49472.27,9,7,Long,Bearish,4.72,4.52,26.0,42.0,13.0,19.0
31,Male,Graduate,Business Owner,104236,0.25,625416,26582.95,3,8,Medium,Bearish,8.16,4.39,54.0,16.0,19.0,11.0
40,Male,Doctorate,Mid-career,79037,0.19,948444,14810.32,10,2,Long,Neutral,5.78,6.77,10.0,44.0,20.0,26.0
21,Male,Undergraduate,Student,6285,0.39,106845,1689.34,1,4,Medium,Neutral,6.5,5.28,23.0,44.0,14.0,19.0
50,Female,Graduate,Senior Professional,220771,0.18,4415420,100028.29,9,2,Medium,Neutral,4.99,5.34,20.0,56.0,12.0,12.0
29,Female,Graduate,Freelancer,38308,0.04,689544,4245.51,5,4,Medium,Bullish,5.82,2.44,17.0,35.0,12.0,36.0
18,Female,Graduate,Student,6049,0.26,108882,2263.85,4,7,Long,Neutral,4.41,3.13,45.0,24.0,20.0,11.0
52,Male,Postgraduate,Senior Professional,137272,0.15,411816,55978.55,3,7,Short,Neutral,7.37,7.31,41.0,29.0,20.0,10.0
35,Male,Doctorate,Mid-career,131353,0.06,2233001,37943.04,3,8,Short,Bearish,4.26,4.88,74.0,12.0,10.0,4.0
25,Male,Graduate,Entry-level,20838,0.45,62514,4334.09,6,2,Long,Neutral,5.63,6.52,24.0,59.0,11.0,6.0
44,Male,Doctorate,Mid-career,134386,0.02,1478246,54001.76,8,4,Long,Bullish,5.29,6.47,27.0,38.0,11.0,24.0
23,Male,Graduate,Freelancer,75302,0.27,828322,31895.6,10,10,Long,Bullish,7.78,4.8,78.0,1.0,15.0,6.0
22,Male,Undergraduate,Student,825,0.24,12375,405.32,2,10,Short,Neutral,6.54,3.55,70.0,13.0,11.0,6.0
32,Male,Doctorate,Mid-career,99319,0.0,993190,29905.98,5,1,Medium,Neutral,4.76,6.62,17.0,57.0,20.0,6.0
27,Female,Graduate,Entry-level,44153,0.06,397377,5052.63,6,2,Long,Bullish,4.58,3.67,35.0,41.0,18.0,6.0
27,Male,Graduate,Entry-level,24903,0.46,99612,4524.2,4,7,Short,Bullish,6.62,4.32,43.0,35.0,20.0,2.0
23,Male,Postgraduate,Freelancer,96240,0.24,288720,22839.27,4,3,Short,Neutral,8.41,7.51,22.0,53.0,12.0,13.0
33,Female,Doctorate,Mid-career,105094,0.21,1681504,13418.39,4,5,Medium,Neutral,8.6,2.86,44.0,32.0,19.0,5.0
62,Male,Postgraduate,Retired,11382,0.06,79674,2746.27,4,5,Short,Neutral,7.03,7.54,47.0,25.0,14.0,14.0
33,Male,Postgraduate,Business Owner,247792,0.04,495584,61130.35,6,10,Long,Neutral,5.03,2.52,53.0,11.0,16.0,20.0
51,Female,Postgraduate,Executive,621787,0.04,3108935,259882.8,4,3,Short,Bearish,8.49,4.05,25.0,45.0,18.0,12.0
52,Male,Postgraduate,Senior Professional,243789,0.1,975156,58196.47,9,6,Medium,Bullish,6.33,2.19,41.0,19.0,10.0,30.0
51,Female,Graduate,Senior Professional,204951,0.09,2049510,93736.92,7,5,Medium,Neutral,8.86,2.22,48.0,31.0,12.0,9.0
53,Male,Postgraduate,Executive,724368,0.11,10865520,239507.81,3,3,Long,Bearish,7.35,6.32,18.0,49.0,13.0,20.0
51,Female,Graduate,Senior Professional,100957,0.11,504785,12517.71,9,5,Short,Bullish,5.71,5.92,43.0,33.0,18.0,6.0
31,Female,Doctorate,Mid-career,149408,0.01,1643488,21887.99,7,5,Long,Neutral,8.85,4.52,43.0,39.0,12.0,6.0
52,Male,Graduate,Senior Professional,200831,0.08,3012465,60862.22,6,2,Long,Bullish,6.19,2.11,23.0,43.0,20.0,14.0
23,Male,Graduate,Entry-level,27484,0.07,467228,6868.4,5,4,Medium,Bearish,6.0,7.04,17.0,51.0,16.0,16.0
42,Female,Postgraduate,Mid-career,71827,0.07,1436540,26315.76,8,6,Long,Bullish,6.76,5.21,54.0,33.0,20.0,-7.0
55,Male,Graduate,Executive,389760,0.3,6236160,137659.84,6,6,Long,Neutral,5.87,5.16,50.0,20.0,12.0,18.0
69,Male,Graduate,Retired,15697,0.28,235455,3817.44,1,8,Medium,Bearish,8.59,3.36,66.0,15.0,10.0,9.0
23,Male,Graduate,Freelancer,70057,0.25,840684,20001.94,8,10,Medium,Neutral,6.21,3.62,78.0,6.0,13.0,3.0
54,Male,Postgraduate,Executive,917173,0.14,5503038,365771.57,3,3,Long,Bullish,6.65,5.7,23.0,47.0,12.0,18.0
52,Female,Graduate,Executive,255406,0.26,3575684,117181.67,8,8,Short,Neutral,7.54,3.44,58.0,15.0,10.0,17.0
41,Female,Doctorate,Mid-career,144463,0.26,2311408,57620.06,7,8,Long,Neutral,8.8,7.52,52.0,6.0,18.0,24.0
59,Male,Graduate,Senior Professional,179556,0.07,538668,38753.33,10,4,Short,Bullish,6.98,7.34,20.0,40.0,16.0,24.0
23,Male,Graduate,Entry-level,31621,0.25,94863,13302.67,2,5,Medium,Neutral,8.61,5.19,43.0,31.0,13.0,13.0
24,Male,Graduate,Freelancer,31964,0.11,223748,8671.02,6,8,Medium,Bullish,6.84,2.68,80.0,8.0,16.0,-4.0
40,Male,Postgraduate,Mid-career,132395,0.02,1191555,26036.47,3,6,Short,Neutral,7.18,2.37,32.0,31.0,11.0,26.0
65,Male,Graduate,Retired,30364,0.19,425096,7640.46,5,6,Long,Bearish,6.1,3.86,28.0,27.0,12.0,33.0
25,Female,Graduate,Entry-level,34470,0.22,379170,4593.04,2,7,Short,Neutral,5.04,4.07,42.0,21.0,14.0,23.0
34,Male,Postgraduate,Mid-career,103262,0.12,1445668,36684.02,8,3,Medium,Neutral,7.13,3.3,16.0,41.0,13.0,30.0
33,Female,Postgraduate,Mid-career,65178,0.18,782136,31190.89,8,10,Short,Bullish,4.17,5.43,74.0,2.0,12.0,12.0
73,Male,Postgraduate,Retired,48369,0.45,96738,5367.07,1,3,Medium,Neutral,8.85,5.5,14.0,54.0,11.0,21.0
39,Female,Doctorate,Business Owner,235649,0.07,3299086,105704.38,10,7,Long,Bullish,6.4,6.07,55.0,15.0,10.0,20.0
45,Male,Postgraduate,Business Owner,100062,0.02,1000620,18430.41,10,5,Short,Bearish,5.05,6.33,29.0,43.0,19.0,9.0
24,Female,Postgraduate,Freelancer,35310,0.39,317790,3774.24,6,7,Short,Neutral,6.63,5.9,36.0,22.0,17.0,25.0
23,Female,Postgraduate,Entry-level,33641,0.11,336410,13181.9,2,3,Long,Bullish,6.17,4.08,27.0,53.0,10.0,10.0
41,Female,Doctorate,Mid-career,88538,0.2,796842,32248.29,3,10,Long,Neutral,5.42,7.17,73.0,9.0,18.0,0.0
50,Male,Postgraduate,Executive,970134,0.12,11641608,388404.19,9,2,Long,Bearish,5.02,5.92,16.0,61.0,20.0,3.0
18,Male,Undergraduate,Student,4352,0.32,69632,615.27,5,2,Short,Neutral,5.51,5.06,15.0,43.0,12.0,30.0
43,Male,Doctorate,Business Owner,375831,0.13,3382479,85589.06,4,4,Medium,Neutral,6.34,3.6,28.0,56.0,10.0,6.0
50,Female,Postgraduate,Senior Professional,119663,0.01,1914608,44809.32,5,3,Long,Bearish,4.15,7.75,9.0,63.0,16.0,12.0
24,Male,Graduate,Entry-level,30244,0.38,514148,10943.4,6,7,Long,Bullish,6.67,6.26,51.0,33.0,18.0,-2.0
36,Male,Postgraduate,Business Owner,102889,0.08,926001,25766.9,7,5,Medium,Bullish,5.84,2.93,35.0,21.0,20.0,24.0
30,Male,Postgraduate,Entry-level,49228,0.06,393824,18028.72,6,9,Short,Bullish,4.68,6.81,60.0,10.0,14.0,16.0
58,Female,Graduate,Executive,323768,0.21,4208984,49751.19,7,4,Short,Neutral,6.89,7.74,13.0,58.0,12.0,17.0
62,Female,Graduate,Retired,19958,0.45,179622,5109.47,3,9,Medium,Bullish,8.4,5.49,56.0,7.0,14.0,23.0
34,Female,Graduate,Mid-career,91332,0.04,1643976,10161.4,4,3,Medium,Neutral,8.64,2.16,15.0,43.0,19.0,23.0
34,Male,Doctorate,Business Owner,228625,0.29,2743500,28575.87,9,3,Medium,Neutral,6.1,7.42,14.0,47.0,14.0,25.0
50,Female,Graduate,Senior Professional,198298,0.12,3965960,91704.0,3,10,Long,Bullish,8.81,3.18,84.0,3.0,10.0,3.0
59,Female,Graduate,Executive,403587,0.27,1210761,113124.7,6,5,Short,Bearish,4.44,2.99,45.0,32.0,17.0,6.0
